a-decision-support-system-for-sustainable-resource-use-in-bolivian-smallholder-dairy-systems-final-technical-report-institute-of-ecology-and-resource-management-university-of-edinburgh-and-centro-de-investigacion-agicola-tropical-avenida-ejurcito-nacional-bolivia-60-pp,length=269,,a-decision-support-system-for-sustainable-resource-use-in-bolivian-smallholder-dairy-systems-final-technical-report-institute-of-ecology-and-resource-management-university-of-edinburgh-and-centro-de-investigacion-agicola-trop
strategies-for-feeding-smallholder-dairy-cattle-in-intensive-maize-forage-production-systems-and-implications-for-integrated-pest-management-record-of-stakeholder-meeting-11-july-2001-at-agriculture-information-centre-aic-kari-narl-nairobi-kenya-university-of-reading-reading-uk-8-pp,length=283,,strategies-for-feeding-smallholder-dairy-cattle-in-intensive-maize-forage-production-systems-and-implications-for-integrated-pest-management-record-of-stakeholder-meeting-11-july-2001-at-agriculture-information-centre-aic-kar
community-based-livestock-improvement-a-case-study-of-farm-africa-s-goat-improvement-project-in-meru-kenya-paper-presented-at-the-28th-tanzania-society-of-animal-production-scientific-conference-tanesco-training-institute-morogoro-tanzania-7-9-august-2001,length=255,,community-based-livestock-improvement-a-case-study-of-farm-africa-s-goat-improvement-project-in-meru-kenya-paper-presented-at-the-28th-tanzania-society-of-animal-production-scientific-conference-tanesco-training-institute-mor
dichrostachys-cinerea-pods-as-a-protein-supplement-for-goats-fed-on-hay-based-diets-in-strategies-to-relieve-nutritional-and-health-constraints-in-smallholder-owned-goats-proceedings-of-the-second-link-project-meeting-university-of-sokoine-morogoro-tanzania-8-10-january-2002,length=275,,dichrostachys-cinerea-pods-as-a-protein-supplement-for-goats-fed-on-hay-based-diets-in-strategies-to-relieve-nutritional-and-health-constraints-in-smallholder-owned-goats-proceedings-of-the-second-link-project-meeting-univers
acacia-and-other-tree-pods-as-dry-season-feed-supplements-for-goats-in-strategies-to-relieve-nutritional-and-health-constraints-in-smallholder-owned-goats-proceedings-of-the-second-link-project-meeting-university-of-sokoine-morogoro-tanzania-8-10-january-2002,length=259,,acacia-and-other-tree-pods-as-dry-season-feed-supplements-for-goats-in-strategies-to-relieve-nutritional-and-health-constraints-in-smallholder-owned-goats-proceedings-of-the-second-link-project-meeting-university-of-sokoine-m
poverty-impacts-of-fuel-substitution-on-traditional-fuel-suppliers-in-addis-ababa-conclusions-and-recommendations-presented-at-fuel-substitution-livelihood-impacts-on-traditional-biomass-suppliers-stakeholder-workshop-19th-november-2002-addis-ababa-ethiopia,length=257,,poverty-impacts-of-fuel-substitution-on-traditional-fuel-suppliers-in-addis-ababa-conclusions-and-recommendations-presented-at-fuel-substitution-livelihood-impacts-on-traditional-biomass-suppliers-stakeholder-workshop-19th-no
final-report-of-project-r7992-evaluation-of-a-manual-entitled-improved-vegetable-production-in-the-forest-savannah-transition-zone-ghana-with-special-reference-to-the-maintenance-of-soil-fertility-an-output-from-nrsp-project-r6789-for-use-by-agricultural-extension-agents,length=271,,final-report-of-project-r7992-evaluation-of-a-manual-entitled-improved-vegetable-production-in-the-forest-savannah-transition-zone-ghana-with-special-reference-to-the-maintenance-of-soil-fertility-an-output-from-nrsp-project-
participatory-technology-development-with-goat-keepers-in-semi-arid-india-presentation-at-international-conference-on-small-holder-livestock-production-systems-in-developing-countries-kerala-india-november-2000-smith-t-and-richards-j-i-eds-natural-resources-international-limited-aylesford-uk,length=292,,participatory-technology-development-with-goat-keepers-in-semi-arid-india-presentation-at-international-conference-on-small-holder-livestock-production-systems-in-developing-countries-kerala-india-november-2000-smith-t-and-ri
traction-animal-health-and-technology-7-pp-proceedings-of-two-seminars-organised-by-world-association-for-transport-animal-welfare-and-studies-taws-and-british-veterinary-association-overseas-association-held-at-warwickshire-college-uk-and-kawkeshead-campas-of-the-royal-veterinary-college-7-april-1999-and-28-october-2000-connan-r-m,length=333,,traction-animal-health-and-technology-7-pp-proceedings-of-two-seminars-organised-by-world-association-for-transport-animal-welfare-and-studies-taws-and-british-veterinary-association-overseas-association-held-at-warwickshire-
the-development-of-low-cost-soil-and-water-conservation-for-small-holder-farmers-in-the-mid-andean-valleys-16-pp-in-globalization-and-local-development-challenges-to-small-scale-production-16th-symposium-of-the-international-farming-systems-association-and-4th-latin-american-farming-systems-research-and-extension-symposium,length=324,,the-development-of-low-cost-soil-and-water-conservation-for-small-holder-farmers-in-the-mid-andean-valleys-16-pp-in-globalization-and-local-development-challenges-to-small-scale-production-16th-symposium-of-the-international-
body-condition-score-and-lactation-responses-in-indigenous-and-cross-bred-cows-in-smallholder-dairying-systems-in-a-semi-arid-area-of-zimbabwe-in-proceedings-on-the-3rd-livestock-production-programme-zimbabwe-projects-workshop-ingwe-lodge-matobo-zimbabwe-26-28-september-2000-smith-t-and-richards-j-i-eds,length=304,,body-condition-score-and-lactation-responses-in-indigenous-and-cross-bred-cows-in-smallholder-dairying-systems-in-a-semi-arid-area-of-zimbabwe-in-proceedings-on-the-3rd-livestock-production-programme-zimbabwe-projects-worksho
chemical-composition-and-in-vitro-fermentation-characteristics-of-acacia-and-other-tree-pods-in-sustaining-livestock-challenging-dry-season-environments-proceedings-of-third-workshop-on-livestock-production-programme-projects-ingwe-lodge-and-icrisat-matobo-zimbabwe,length=265,,chemical-composition-and-in-vitro-fermentation-characteristics-of-acacia-and-other-tree-pods-in-sustaining-livestock-challenging-dry-season-environments-proceedings-of-third-workshop-on-livestock-production-programme-projects
on-farm-assessment-of-forage-yields-and-silage-quality-of-intercropped-drought-tolerant-cereal-and-legume-forage-crops-in-proceedings-on-the-3rd-livestock-production-programme-zimbabwe-projects-workshop-ingwe-lodge-matobo-zimbabwe-26-28-september-2000-smith-t-and-richards-j-i-eds,length=280,,on-farm-assessment-of-forage-yields-and-silage-quality-of-intercropped-drought-tolerant-cereal-and-legume-forage-crops-in-proceedings-on-the-3rd-livestock-production-programme-zimbabwe-projects-workshop-ingwe-lodge-matobo-zim
strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-interim-report-seasonal-patterns-of-collection-and-allocation-of-fodders-to-livestock-by-households-in-selected-mid-hill-locations-report-7,length=265,,strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-interim-report-seasonal-patterns-of-collection-and-allocation-of-fodders-to-livestock-by-households
the-contribution-of-draught-animal-power-to-sustainable-livelihoods-in-sub-saharan-africa-an-example-from-zimbabwe-8-pp-paper-to-world-association-for-transport-animal-welfare-and-studies-taws-workshop-animal-traction-health-and-technology-the-role-of-draught-and-pack-animals-in-the-21st-century,length=296,,the-contribution-of-draught-animal-power-to-sustainable-livelihoods-in-sub-saharan-africa-an-example-from-zimbabwe-8-pp-paper-to-world-association-for-transport-animal-welfare-and-studies-taws-workshop-animal-traction-health-
strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-summary-reports-from-village-level-workshops-and-kathmandu-farmer-and-ngo-workshop-march-and-april-2000-report-10-science-field,length=253,,strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-summary-reports-from-village-level-workshops-and-kathmandu-farmer-and-ngo-workshop-march-and-april-
effect-of-mixed-cereal-legume-silages-on-milk-production-from-lactating-holstein-diary-cows-in-proceedings-on-the-3rd-livestock-production-programme-zimbabwe-projects-workshop-ingwe-lodge-matobo-zimbabwe-26-29-september-2000-smith-t-and-richards-j-i-eds,length=253,,effect-of-mixed-cereal-legume-silages-on-milk-production-from-lactating-holstein-diary-cows-in-proceedings-on-the-3rd-livestock-production-programme-zimbabwe-projects-workshop-ingwe-lodge-matobo-zimbabwe-26-29-september-2000-
increasing-the-productivity-of-smallholder-owned-goats-in-acacia-thornveld-1-goat-feeding-strategies-in-proceedings-of-3rd-livestock-production-workshop-in-ingwe-lodge-bulawayo-zimbabwe-26-28-september-2000-smith-t-and-richards-j-i-eds-natural-resources-international-limited-aylesford,length=285,,increasing-the-productivity-of-smallholder-owned-goats-in-acacia-thornveld-1-goat-feeding-strategies-in-proceedings-of-3rd-livestock-production-workshop-in-ingwe-lodge-bulawayo-zimbabwe-26-28-september-2000-smith-t-and-richar
the-use-of-oilseed-cake-from-small-scale-processing-operations-for-inclusion-in-rations-for-peri-urban-poultry-and-small-scale-ruminant-production-proceedings-of-the-3rd-livestock-production-programme-zimbabwe-projects-workshop-ingwe-lodge-zimbabwe-26-28-september-2000-smith-t-and-richards-j-i-eds,length=298,,the-use-of-oilseed-cake-from-small-scale-processing-operations-for-inclusion-in-rations-for-peri-urban-poultry-and-small-scale-ruminant-production-proceedings-of-the-3rd-livestock-production-programme-zimbabwe-projects-worksh
sorghum-utilisation-and-the-livelihoods-of-the-poor-in-india-92-pp-in-summary-proceedings-of-a-workshop-icrisat-patancheru-india-4-5-february-1999-socio-economics-and-policy-program-international-crops-research-institute-for-the-semi-arid-tropics-andhra-pradesh-india,length=267,,sorghum-utilisation-and-the-livelihoods-of-the-poor-in-india-92-pp-in-summary-proceedings-of-a-workshop-icrisat-patancheru-india-4-5-february-1999-socio-economics-and-policy-program-international-crops-research-institute-for-
technical-notes-on-diseases-of-desi-poultry-and-their-prevention-incubation-and-candling-of-desi-eggs-predation-in-desi-birds-feeding-of-desi-chickens-booklet-dfid-veterinary-college-and-research-institute-india-scottish-agricultural-college-and-university-of-greenwich-uk,length=272,,technical-notes-on-diseases-of-desi-poultry-and-their-prevention-incubation-and-candling-of-desi-eggs-predation-in-desi-birds-feeding-of-desi-chickens-booklet-dfid-veterinary-college-and-research-institute-india-scottish-agri
14-use-of-prosopis-juliflora-pods-barley-supplement-to-improve-the-reproductive-performance-of-female-goats-pp-32-in-proceedings-of-the-international-conference-on-smallholder-livestock-production-systems-in-developing-countries-opportunities-and-challenges-kila-mulamkunnathukavu-thrissur-kerala-india-abstracts,length=312,,14-use-of-prosopis-juliflora-pods-barley-supplement-to-improve-the-reproductive-performance-of-female-goats-pp-32-in-proceedings-of-the-international-conference-on-smallholder-livestock-production-systems-in-developing-countr
strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-fourth-joint-fieldwork-to-address-questions-raised-by-initial-data-analyses-crosscheck-bimonthly-survey-findings-discuss-species-performance-with-farmers-and-follow-up-the-new-on-farm-trial-plots-13-sept,length=329,,strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-fourth-joint-fieldwork-to-address-questions-raised-by-initial-data-analyses-crosscheck-bimonthly-su
strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-third-joint-field-work-to-cross-check-bimonthly-survey-findings-discuss-species-performance-with-farmers-and-follow-up-activities-and-reporting-with-local-ngos-15-march-2-april-1999-report-4,length=316,,strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-third-joint-field-work-to-cross-check-bimonthly-survey-findings-discuss-species-performance-with-fa
identified-constraints-to-improving-forage-utilisation-for-milk-production-in-three-locations-of-tanzania-summary-no-98-international-conference-food-lands-and-livelihoods-setting-research-agendas-for-animal-science-organised-by-the-british-society-of-animal-science-and-kenya-agricultural-re,length=292,,identified-constraints-to-improving-forage-utilisation-for-milk-production-in-three-locations-of-tanzania-summary-no-98-international-conference-food-lands-and-livelihoods-setting-research-agendas-for-animal-science-organised
strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-report-on-second-joint-field-work-to-cross-check-bimonthly-survey-findings-discuss-species-performance-with-farmers-and-follow-up-activities-and-reporting-with-local-ngos-2-12-november-1998,length=315,,strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-report-on-second-joint-field-work-to-cross-check-bimonthly-survey-findings-discuss-species-performa
cassava-chip-processing-in-ghana-participatory-post-harvest-research-and-technology-transfer-in-response-to-new-market-opportunities-pp-59-65-in-enhancing-post-harvest-technology-generation-and-dissemination-in-africa-kwarteng-j-ed-mexico-city-sasakawa-africa-association,length=271,,cassava-chip-processing-in-ghana-participatory-post-harvest-research-and-technology-transfer-in-response-to-new-market-opportunities-pp-59-65-in-enhancing-post-harvest-technology-generation-and-dissemination-in-africa-kwarten
visit-to-sweet-potato-producing-regions-in-uganda-kenya-and-tanzania-to-liase-with-organisations-and-individuals-with-a-current-historical-or-potential-interest-in-aspects-of-sweet-potato-integrated-pest-management-in-east-africa-24-april-2000-5-may-2000-natural-resources-institute-nri-university-of-greenwich-chatham-uk-23-pp,length=327,,visit-to-sweet-potato-producing-regions-in-uganda-kenya-and-tanzania-to-liase-with-organisations-and-individuals-with-a-current-historical-or-potential-interest-in-aspects-of-sweet-potato-integrated-pest-management-in-east-af
a-gender-perspective-on-transport-and-accessibiliy-in-off-road-areas-the-case-of-women-traders-in-gomoa-coastal-ghana-international-forum-for-rural-transport-and-development-international-seminar-balancing-the-load-designing-national-policy-guidelines-for-gender-and-rural-transport-pretoria-15-16-july-1999,length=307,,a-gender-perspective-on-transport-and-accessibiliy-in-off-road-areas-the-case-of-women-traders-in-gomoa-coastal-ghana-international-forum-for-rural-transport-and-development-international-seminar-balancing-the-load-designing-
modelling-the-sustainability-of-frontier-farming-at-the-forest-fringe-a-study-which-includes-the-linking-role-of-livestock-in-the-development-of-more-sustainable-farming-systems-final-technical-report-september-1999-overseas-development-group-odg-university-of-east-anglia-uk,length=275,,modelling-the-sustainability-of-frontier-farming-at-the-forest-fringe-a-study-which-includes-the-linking-role-of-livestock-in-the-development-of-more-sustainable-farming-systems-final-technical-report-september-1999-overseas-
strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-report-on-second-joint-field-work-to-cross-check-bimonthly-survey-findings-discuss-species-performance-with-farmers-and-follow-up-activities-and-reporting-with-local-ngos-annex-graphs-2-12-november-1998,length=328,,strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-report-on-second-joint-field-work-to-cross-check-bimonthly-survey-findings-discuss-species-performa
use-of-the-gas-production-technique-to-investigate-responses-of-supplementing-low-quality-forages-1-in-vitro-interactions-pp-92-94-in-in-vitro-techniques-for-measuring-nutrient-supply-to-ruminants-british-society-of-animal-science-occasional-publication-no-22-deaville-e-r-owen-e-adesogan-a-t-rymer-c-huntington,length=311,,use-of-the-gas-production-technique-to-investigate-responses-of-supplementing-low-quality-forages-1-in-vitro-interactions-pp-92-94-in-in-vitro-techniques-for-measuring-nutrient-supply-to-ruminants-british-society-of-animal-sc
institutional-developments-in-indian-agricultural-research-and-development-systems-emerging-patterns-of-public-and-private-sector-activity-paper-based-on-collaborative-project-natural-resources-institute-nri-uk-and-national-centre-for-agricultural-economics-and-policy-research-india,length=283,,institutional-developments-in-indian-agricultural-research-and-development-systems-emerging-patterns-of-public-and-private-sector-activity-paper-based-on-collaborative-project-natural-resources-institute-nri-uk-and-national-c
living-between-urban-and-rural-areas-guidelines-for-strategic-environmental-planning-and-management-of-the-peri-urban-interface-volume-2-developing-an-environmental-planning-and-management-process-for-the-peri-urban-interface-guiding-and-working-principles,length=256,,living-between-urban-and-rural-areas-guidelines-for-strategic-environmental-planning-and-management-of-the-peri-urban-interface-volume-2-developing-an-environmental-planning-and-management-process-for-the-peri-urban-interface
use-of-the-gas-production-technique-to-investigate-responses-of-supplementing-low-quality-forages-2-in-vitro-interactions-and-comparison-with-in-vitro-parameters-pp-226-268-in-in-vitro-techniques-for-measuring-nutrient-supply-to-ruminants-british-society-of-animal-science-occasional-publication-no-22-deaville-e,length=312,,use-of-the-gas-production-technique-to-investigate-responses-of-supplementing-low-quality-forages-2-in-vitro-interactions-and-comparison-with-in-vitro-parameters-pp-226-268-in-in-vitro-techniques-for-measuring-nutrient-supply
nitrogen-fixing-trees-for-fodder-production-13-pp-in-proceedings-of-an-international-workshop-organized-by-forest-farm-and-community-tree-network-fact-net-winrock-international-baif-development-research-foundation-20-25-march-1995-forest-farm-and-community-tree-research-reports-special-issue-1998,length=297,,nitrogen-fixing-trees-for-fodder-production-13-pp-in-proceedings-of-an-international-workshop-organized-by-forest-farm-and-community-tree-network-fact-net-winrock-international-baif-development-research-foundation-20-25-march
caracterizacion-preliminar-de-los-sistemas-de-produccion-de-leche-y-doble-proposito-en-la-region-de-sara-e-ichilo-pp-86-95-metodologias-de-investigacion-pecuaria-en-sistemas-de-produccion-de-pequenos-productores-ciat-bolivia-proyecto-ciat-ierm-edimburgo,length=253,,caracterizacion-preliminar-de-los-sistemas-de-produccion-de-leche-y-doble-proposito-en-la-region-de-sara-e-ichilo-pp-86-95-metodologias-de-investigacion-pecuaria-en-sistemas-de-produccion-de-pequenos-productores-ciat-bolivia-
the-use-of-sweetpotato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-august-1992-march-1997-222-pp,length=252,,the-use-of-sweetpotato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-au
reducing-vitamin-a-deficiency-through-introduction-of-orange-fleshed-sweet-potatoes-in-western-kenya-10-pp-in-sustainable-control-of-vitamin-a-deficiency-defining-progress-through-assessment-surveillance-evaluation-abstracts-of-the-xvii-ivacg-meeting-cairo-egypt,length=262,,reducing-vitamin-a-deficiency-through-introduction-of-orange-fleshed-sweet-potatoes-in-western-kenya-10-pp-in-sustainable-control-of-vitamin-a-deficiency-defining-progress-through-assessment-surveillance-evaluation-abstracts-
forage-feedstuff-resources-and-economic-constraints-on-crop-livestock-smallholdings-procuding-milk-from-cows-and-goats-in-three-locations-of-tanzania-proceedings-of-the-24th-annual-scientific-conference-of-tanzania-society-of-animal-production-arusha-tanzania-abstract,length=268,,forage-feedstuff-resources-and-economic-constraints-on-crop-livestock-smallholdings-procuding-milk-from-cows-and-goats-in-three-locations-of-tanzania-proceedings-of-the-24th-annual-scientific-conference-of-tanzania-society-of
host-selection-or-mate-selection-lessons-from-prostephanus-truncatus-a-pest-poorly-adapted-to-stored-products-proceedings-of-the-7th-international-working-conference-on-stored-product-protection-beijing-china-14-19-october-1998-volume-2-1788-1794-abstract,length=255,,host-selection-or-mate-selection-lessons-from-prostephanus-truncatus-a-pest-poorly-adapted-to-stored-products-proceedings-of-the-7th-international-working-conference-on-stored-product-protection-beijing-china-14-19-october-19
strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-first-joint-field-work-to-characterise-research-sites-encourage-community-participation-and-select-households-for-survey-8-january-29-january-1998-report-2,length=281,,strategies-for-improved-fodder-production-in-the-dry-season-in-the-mid-hills-of-nepal-using-participatory-research-techniques-first-joint-field-work-to-characterise-research-sites-encourage-community-participation-and-select-
preferences-and-selection-criteria-of-sweetpotato-varieties-in-rural-and-urban-areas-of-tanzania-pp-417-423-in-root-crops-in-the-21st-century-proceedings-of-the-7th-triennial-symposium-of-the-international-society-of-tropical-root-crops-africa-branch-istrc-ab-beb-abstract,length=272,,preferences-and-selection-criteria-of-sweetpotato-varieties-in-rural-and-urban-areas-of-tanzania-pp-417-423-in-root-crops-in-the-21st-century-proceedings-of-the-7th-triennial-symposium-of-the-international-society-of-tropical
the-oviposition-and-development-of-a-pakistani-biotype-of-allosobruchus-macultus-f-coleoptera-bruchidae-on-different-host-legumes-in-proceedings-of-the-7th-international-working-conference-on-stored-products-protection-beijing-14-19-october-1998-volume-1,length=254,,the-oviposition-and-development-of-a-pakistani-biotype-of-allosobruchus-macultus-f-coleoptera-bruchidae-on-different-host-legumes-in-proceedings-of-the-7th-international-working-conference-on-stored-products-protection-beijin
the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-part-1-natural-resources-institute-nri-university-of-greenwich-uk,length=289,,the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-p
indigenous-and-laboratory-assessment-of-the-nutritive-value-of-tree-fodder-ii-comparison-of-farmer-and-laboratory-assessment-natural-resources-institute-nri-university-of-greenwich-uk-pakhribas-agricultural-centre-kathmandu-nepal-csiro-international-kathmandu-nepal-care-international,length=284,,indigenous-and-laboratory-assessment-of-the-nutritive-value-of-tree-fodder-ii-comparison-of-farmer-and-laboratory-assessment-natural-resources-institute-nri-university-of-greenwich-uk-pakhribas-agricultural-centre-kathmandu-n
the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-part-2-natural-resources-institute-nri-university-of-greenwich-uk,length=289,,the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-p
the-spatial-integration-and-pricing-efficiency-of-the-private-sector-grain-trade-in-bangladesh-the-long-distance-foodgrain-traders-survey-the-spatial-integration-and-pricing-efficiency-of-the-private-sector-grain-trade-in-bangladesh-the-long-distance-food-grain-traders-survey-august-1997-bureau-of-socio-economic-research-and-training-b,length=337,,the-spatial-integration-and-pricing-efficiency-of-the-private-sector-grain-trade-in-bangladesh-the-long-distance-foodgrain-traders-survey-the-spatial-integration-and-pricing-efficiency-of-the-private-sector-grain-trade-in-ban
visit-by-dr-s-panigrahi-to-zimbabwe-to-present-a-paper-at-a-seminar-on-decentralised-agro-industries-in-southern-africa-and-to-monitor-activities-in-project-o0053-and-c0633-back-to-office-report-no-vs-4161-natural-resources-international-limited-aylesford-uk-18-pp,length=264,,visit-by-dr-s-panigrahi-to-zimbabwe-to-present-a-paper-at-a-seminar-on-decentralised-agro-industries-in-southern-africa-and-to-monitor-activities-in-project-o0053-and-c0633-back-to-office-report-no-vs-4161-natural-resources-i
the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-part-4-appendices-natural-resources-institute-nri-university-of-greenwich-uk,length=300,,the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-p
the-contribution-of-chemical-constituents-of-fodder-tree-and-shrub-leaves-to-gas-produced-during-in-vitro-fermentation-in-nitrogen-free-and-nitrogen-rich-media-cipav-colombia-natural-resources-institute-nri-unversity-of-greenwich-uk-and-department-of-plant-science-university-of-oxford-uk,length=288,,the-contribution-of-chemical-constituents-of-fodder-tree-and-shrub-leaves-to-gas-produced-during-in-vitro-fermentation-in-nitrogen-free-and-nitrogen-rich-media-cipav-colombia-natural-resources-institute-nri-unversity-of-green
indigenous-and-laboratory-assessment-of-the-nutritive-value-of-tree-fodder-i-discrimination-amongsst-and-within-species-natural-resources-institute-nri-university-of-greenwich-uk-pakhribas-agricultural-centre-kathmandu-nepal-csiro-international-kathmandu-nepal-care-international-kathmandu-nepal-and,length=299,,indigenous-and-laboratory-assessment-of-the-nutritive-value-of-tree-fodder-i-discrimination-amongsst-and-within-species-natural-resources-institute-nri-university-of-greenwich-uk-pakhribas-agricultural-centre-kathmandu-nepal-
the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-part-3-natural-resources-institute-nri-university-of-greenwich-uk,length=289,,the-use-of-sweet-potato-tuber-and-cassava-root-meals-for-poultry-production-adaptive-research-on-cereal-free-ration-development-and-transfer-to-small-scale-farmers-in-the-western-highlands-of-cameroon-final-technical-report-p
development-and-on-farm-evaluation-of-agroforestry-livestock-feeding-systems-in-proceedings-of-the-end-of-project-workshop-for-the-oda-funded-project-no-r5732-frp-with-additional-funding-from-r5999-lpp-and-r6001-agronomy-and-cropping-systems-national-agroforestry-research-project-kari-kefri-icraf-kari-kenya-and-natural-re,length=323,,development-and-on-farm-evaluation-of-agroforestry-livestock-feeding-systems-in-proceedings-of-the-end-of-project-workshop-for-the-oda-funded-project-no-r5732-frp-with-additional-funding-from-r5999-lpp-and-r6001-agronomy-and-
feeding-livestock-for-compost-production-a-strategy-for-sustainable-upland-agriculture-on-java-pp-115-128-in-interactions-between-animals-and-plants-oda-uk-university-of-reading-uk-and-natural-resources-institute-nri-university-of-greenwich-uk-abstract,length=252,,feeding-livestock-for-compost-production-a-strategy-for-sustainable-upland-agriculture-on-java-pp-115-128-in-interactions-between-animals-and-plants-oda-uk-university-of-reading-uk-and-natural-resources-institute-nri-universi
preference-and-selection-criteria-of-sweet-potato-varieties-at-farm-level-in-tanzania-compilation-of-secondary-information-tnrcp-nri-technical-report-tanzanian-national-root-and-tuber-crops-programme-tnrcp-tanzania-natural-resources-institute-nri-chatham-uk,length=257,,preference-and-selection-criteria-of-sweet-potato-varieties-at-farm-level-in-tanzania-compilation-of-secondary-information-tnrcp-nri-technical-report-tanzanian-national-root-and-tuber-crops-programme-tnrcp-tanzania-natural-re
the-relationship-between-quality-and-economic-value-of-fresh-sweetpotato-and-dried-cassava-products-in-mwanza-tanzania-june-1997-natural-resources-institute-nri-unversity-of-greenwich-uk-tanzania-food-and-nutrition-centre-tfnc-tanzania-and-mari-ukiriguru-tanzania,length=263,,the-relationship-between-quality-and-economic-value-of-fresh-sweetpotato-and-dried-cassava-products-in-mwanza-tanzania-june-1997-natural-resources-institute-nri-unversity-of-greenwich-uk-tanzania-food-and-nutrition-centre-tfn
relationships-between-in-vitro-gas-production-characteristics-and-composition-of-tree-leaf-fodders-from-bolivia-west-africa-and-colombia-2-pp-in-proceedings-of-the-british-society-of-animal-science-winter-meeting-1995-natural-resources-institute-nri-university-of-greenwich-uk-and-cirad-emvt-montpeller-france,length=309,,relationships-between-in-vitro-gas-production-characteristics-and-composition-of-tree-leaf-fodders-from-bolivia-west-africa-and-colombia-2-pp-in-proceedings-of-the-british-society-of-animal-science-winter-meeting-1995-natural
sweetpotatoes-in-processing-of-doughnuts-feasibility-and-acceptability-in-rural-areas-14-pp-paper-presented-at-the-applied-food-science-and-technology-for-national-development-third-kifst-conference-serena-hotel-nairobi-kenya-30-october-1-november-1996,length=252,,sweetpotatoes-in-processing-of-doughnuts-feasibility-and-acceptability-in-rural-areas-14-pp-paper-presented-at-the-applied-food-science-and-technology-for-national-development-third-kifst-conference-serena-hotel-nairobi-kenya
report-on-visits-to-india-and-kenya-to-appraise-past-achievements-and-current-initiatives-for-the-post-harvest-utilisation-of-sorghum-and-the-millets-18-november-14-december-1994-project-no-a0135-a0162-natural-resources-institute-nri-university-of-greenwich-uk,length=260,,report-on-visits-to-india-and-kenya-to-appraise-past-achievements-and-current-initiatives-for-the-post-harvest-utilisation-of-sorghum-and-the-millets-18-november-14-december-1994-project-no-a0135-a0162-natural-resources-insti
investigations-into-the-causes-and-prevention-of-heating-and-discoloration-stackburn-in-bag-stored-maize-report-no-9-ec-dgxii-research-project-workshop-accra-ghana-30-october-3-november-1995-november-1995-nri-project-no-a0227-and-c0326-natural-resources-institute-nri-university-of-greenwich-uk,length=294,,investigations-into-the-causes-and-prevention-of-heating-and-discoloration-stackburn-in-bag-stored-maize-report-no-9-ec-dgxii-research-project-workshop-accra-ghana-30-october-3-november-1995-november-1995-nri-project-no-a0227
